Reporter,Partner,Date of Signature,Date of entry into force
Jamaica,Switzerland,11-Dec-90,21-Nov-91
Jamaica,United Kingdom,20-Jan-87,14-May-87
Jamaica,United States,4-Feb-94,7-Mar-97
Jamaica,Zimbabwe,10-Feb-99,---
Italy,Albania,12-Sep-91,29-Jan-96
Italy,Algeria,18-May-91,26-Nov-93
Italy,Angola,16-Jul-02,21-May-07
Italy,Argentina,22-May-90,14-Oct-93
Italy,Armenia,23-Jul-98,13-Jan-03
Italy,Azerbaijan,25-Sep-96,4-Feb-00
Italy,Bahrain,29-Oct-06,28-Jun-09
Italy,Bangladesh,20-Mar-90,20-Sep-94
Italy,Barbados,25-Oct-95,21-Jul-97
Italy,Belarus,25-Jul-95,12-Aug-97
Italy,Belize,23-Nov-05,---
Italy,Bolivia,30-Apr-90,22-Feb-92
Italy,Bosnia and Herzegovina,19-May-00,10-Feb-05
Italy,Brazil,3-Apr-95,---
Italy,Cameroon,29-Jun-99,4-Jan-04
Italy,Cape Verde,12-Jun-97,---
Italy,Chad,11-Jun-69,11-Jun-69
Italy,Chile,8-Mar-93,8-Feb-95
Italy,China,28-Jan-85,28-Aug-87
Italy,Congo,17-Mar-94,10-Jan-03
Italy,"Congo, DR",13-Sep-06,---
Italy,Côte d' Ivoire,23-Jul-69,---
Italy,Croatia,5-Nov-96,12-Jun-98
Italy,Cuba,7-May-93,23-Aug-95
Italy,Cyprus,27-Apr-04,---
Italy,Djibouti,8-Feb-06,---
Italy,Dominican Republic,12-Jun-06,18-Jul-07
Italy,Ecuador,25-Oct-01,1-Nov-05
Italy,Egypt,2-Mar-89,1-May-94
Italy,Eritrea,6-Feb-96,14-Jul-03
Italy,Estonia,20-Mar-97,9-May-00
Italy,Ethiopia,23-Dec-94,8-May-97
Italy,Gabon,18-Nov-68,7-Jul-06
Italy,Georgia,15-May-97,26-Jul-99
Italy,Ghana,25-Jun-98,---
Italy,Guatemala,8-Sep-03,3-Mar-08
Italy,Guinea,20-Feb-64,20-Feb-64
Italy,"Hong Kong, China",28-Nov-95,2-Feb-98
Italy,India,23-Nov-95,26-Mar-98
Italy,Indonesia,25-Apr-91,25-Jun-95
Italy,"Iran, Islamic Republic of",10-Mar-99,27-Jul-05
Italy,Jamaica,29-Sep-93,9-Nov-95
Italy,Jordan,30-Sep-01,30-Sep-01
Italy,Kazakhstan,22-Sep-94,12-Jul-96
Italy,Kenya,16-Sep-96,4-Aug-99
Italy,"Korea, DPR",27-Sep-00,---
Italy,"Korea, Republic of",10-Jan-89,26-Jun-92
Italy,Kuwait,17-Dec-87,21-May-90
Italy,Lebanon,7-Nov-97,9-Feb-00
Italy,Libyan Arab Jamahiriya,13-Dec-00,20-Oct-04
Italy,"Macedonia, TFYR",26-Feb-97,28-May-99
Italy,Malawi,28-Aug-03,---
Italy,Malaysia,4-Jan-88,25-Oct-90
Italy,Malta,20-Dec-02,7-Feb-03
Italy,Mauritania,5-Apr-03,---
Italy,Mexico,24-Nov-99,5-Dec-02
Italy,"Moldova, Republic of",19-Sep-97,26-Aug-01
Italy,Mongolia,15-Jan-93,1-Sep-95
Italy,Morocco,18-Jul-90,26-Apr-00
Italy,Mozambique,14-Dec-98,17-Nov-03
Italy,Namibia,7-Sep-04,---
Italy,Nicaragua,20-Apr-04,---
Italy,Nigeria,27-Sep-90,22-Aug-05
Italy,Oman,23-Jun-93,23-Jan-97
Italy,Pakistan,19-Jul-97,22-Jun-01
Italy,Panama,6-Feb-09,12-Oct-10
Italy,Paraguay,15-Jul-99,---
Italy,Peru,5-May-94,18-Oct-95
Italy,Philippines,17-Jun-88,4-Nov-93
Italy,Poland,10-May-89,9-Jan-93
Italy,Qatar,22-Mar-00,8-Jan-04
Italy,Russian Federation,17-Dec-02,17-Dec-02
Italy,Saudi Arabia,10-Sep-96,22-May-98
Italy,Senegal,13-Oct-00,---
Italy,Serbia,11-Dec-00,18-May-01
Italy,South Africa,9-Jun-97,16-Mar-99
Italy,Sri Lanka,25-Mar-87,20-Mar-90
Italy,Sudan,19-Nov-05,---
Italy,Syrian Arab Republic,20-Feb-02,13-Nov-03
Italy,"Tanzania, United Republic",21-Aug-01,25-Apr-03
Italy,Tunisia,17-Oct-85,24-Jun-89
Italy,Turkey,22-Mar-95,2-Mar-04
Italy,Turkmenistan,25-Nov-09,---
Italy,Uganda,12-Dec-97,24-Sep-99
Italy,Ukraine,2-May-95,12-Sep-97
Italy,United Arab Emirates,22-Jan-95,29-Apr-97
Italy,Uruguay,21-Feb-90,2-Mar-98
Italy,Uzbekistan,17-Sep-97,14-Oct-99
Italy,Venezuela,14-Feb-01,---
Italy,VietNam,18-May-90,6-May-94
Italy,Yemen,25-Nov-04,3-May-08
Italy,Zambia,20-Apr-03,---
Italy,Zimbabwe,16-Apr-99,---
Israel,Albania,29-Jan-96,18-Feb-97
Israel,Argentina,23-Jul-95,10-Apr-97
Israel,Armenia,19-Jan-00,---
Israel,Azerbaijan,20-Feb-07,16-Jan-09
Israel,Belarus,11-Apr-00,14-Aug-03
Israel,Bulgaria,6-Dec-93,17-Dec-96
Israel,China,10-Apr-95,13-Jan-09
Israel,"Congo, DR",14-May-85,---
Israel,Croatia,30-Mar-11,---
Israel,Cyprus,13-Oct-98,---
Israel,Czech Republic,23-Sep-97,16-Mar-99
Israel,El Salvador,3-Apr-00,7-Jul-03
Israel,Estonia,14-Mar-94,23-May-95
Israel,Ethiopia,26-Nov-03,22-Mar-04
Israel,France,9-Jun-83,11-Jan-85
Israel,Georgia,19-Jun-95,18-Feb-97
Israel,Germany,24-Jun-76,---
Israel,Guatemala,7-Nov-06,15-Jan-09
Israel,India,29-Jan-96,18-Feb-97
Israel,Kazakhstan,27-Dec-95,19-Feb-97
Israel,"Korea, Republic of",7-Feb-99,19-Jun-03
Israel,Latvia,27-Feb-94,9-May-95
Israel,Lithuania,2-Oct-94,11-Jul-96
Israel,"Moldova, Republic of",22-Jun-97,16-Mar-99
Israel,Mongolia,25-Nov-03,2-Sep-04
Israel,Poland,22-May-91,6-May-92
Israel,Romania,12-Aug-10,---
Israel,Serbia,28-Jul-04,31-Dec-04
Israel,Slovakia,8-Sep-99,24-Jun-03
Israel,Slovenia,13-May-98,2-Oct-99
Israel,South Africa,20-Oct-04,---
Israel,Thailand,18-Feb-00,28-Aug-03
Israel,Turkey,14-Mar-96,27-Aug-98
Israel,Turkmenistan,24-May-95,18-Feb-97
Israel,Ukraine,16-Jun-94,18-Feb-97
Israel,Uruguay,30-Mar-98,7-Oct-04
Israel,Uzbekistan,4-Jul-94,18-Feb-97
Ireland,Czech Republic,28-Jun-96,1-Aug-97
Iraq,Armenia,7-Nov-12,---
Iraq,France,31-Oct-10,---
Iraq,Germany,4-Dec-10,---
Iraq,Japan,7-Jun-12,---
Iraq,Kuwait,25-Oct-64,7-Jun-66
Iraq,Morocco,18-Jul-90,---
Iraq,Syrian Arab Republic,29-Aug-02,---
Iran (Islamic Republic of),Afghanistan,28-May-06,2-Feb-08
Iran (Islamic Republic of),Albania,18-Nov-02,---
Iran (Islamic Republic of),Algeria,19-Oct-03,5-Dec-05
Iran (Islamic Republic of),Armenia,6-May-95,26-Feb-97
Iran (Islamic Republic of),Austria,15-Feb-01,11-Jul-04
Iran (Islamic Republic of),Azerbaijan,28-Oct-96,20-Jun-02
Iran (Islamic Republic of),Bahrain,19-Oct-02,12-Oct-04
Iran (Islamic Republic of),Bangladesh,29-Apr-01,5-Dec-02
Iran (Islamic Republic of),Belarus,14-Jul-95,23-Jun-00
Iran (Islamic Republic of),Bosnia and Herzegovina,27-Jul-96,25-Aug-00
Iran (Islamic Republic of),Bulgaria,13-Nov-98,24-Aug-03
Iran (Islamic Republic of),China,22-Jul-00,1-Jul-05
Iran (Islamic Republic of),Croatia,17-May-00,2-Aug-03
Iran (Islamic Republic of),Cyprus,2-Mar-09,---
Iran (Islamic Republic of),Djibouti,7-Dec-10,---
Iran (Islamic Republic of),Egypt,25-May-77,---
Iran (Islamic Republic of),Ethiopia,21-Oct-03,15-Dec-04
Iran (Islamic Republic of),Finland,4-Nov-02,25-Jun-04
Iran (Islamic Republic of),France,12-May-03,12-Nov-04
Iran (Islamic Republic of),Gambia,20-Jun-07,---
Iran (Islamic Republic of),Georgia,27-Sep-95,22-Jun-05
Iran (Islamic Republic of),Germany,17-Aug-02,23-Jun-05
Iran (Islamic Republic of),Greece,13-Mar-02,9-Jan-09
Iran (Islamic Republic of),Indonesia,22-Jun-05,28-Mar-09
Iran (Islamic Republic of),Italy,10-Mar-99,27-Jul-05
Iran (Islamic Republic of),Kazakhstan,16-Jan-96,3-Apr-99
Iran (Islamic Republic of),Kenya,24-Feb-09,---
Iran (Islamic Republic of),"Korea, DPR",30-Sep-02,24-Apr-05
Iran (Islamic Republic of),"Korea, Republic of",31-Oct-98,31-Mar-06
Iran (Islamic Republic of),Kuwait,13-Feb-07,---
Iran (Islamic Republic of),Kyrgyzstan,31-Jul-96,27-Jun-05
Iran (Islamic Republic of),Lebanon,28-Oct-97,14-May-00
Iran (Islamic Republic of),Libyan Arab Jamahiriya,27-Dec-06,---
Iran (Islamic Republic of),"Macedonia, TFYR",12-Jul-00,19-Aug-05
Iran (Islamic Republic of),Malaysia,22-Jul-02,5-Aug-06
Iran (Islamic Republic of),"Moldova, Republic of",30-May-95,---
Iran (Islamic Republic of),Morocco,21-Jan-01,31-Mar-03
Iran (Islamic Republic of),Oman,2-Dec-01,8-Apr-03
Iran (Islamic Republic of),Pakistan,8-Nov-95,27-Jun-98
Iran (Islamic Republic of),Philippines,8-Oct-95,---
Iran (Islamic Republic of),Poland,2-Oct-98,26-Oct-01
Iran (Islamic Republic of),Qatar,20-May-99,5-Nov-01
Iran (Islamic Republic of),Romania,26-Jan-03,12-Jan-05
Iran (Islamic Republic of),Serbia,5-Dec-03,7-Jul-06
Iran (Islamic Republic of),South Africa,3-Nov-97,5-Mar-02
Iran (Islamic Republic of),Spain,29-Oct-02,13-Jul-04
Iran (Islamic Republic of),Sri Lanka,25-Jul-00,---
Iran (Islamic Republic of),Sudan,7-Sep-99,19-Oct-01
Iran (Islamic Republic of),Sweden,5-Dec-05,1-Feb-08
Iran (Islamic Republic of),Switzerland,8-Mar-98,1-Nov-01
Iran (Islamic Republic of),Syrian Arab Republic,5-Feb-98,16-Nov-05
Iran (Islamic Republic of),Tajikistan,18-Jul-95,3-Nov-04
Iran (Islamic Republic of),Tunisia,23-Apr-01,27-Feb-03
Iran (Islamic Republic of),Turkey,21-Dec-96,13-Apr-05
Iran (Islamic Republic of),Turkmenistan,23-Jan-96,29-Apr-04
Iran (Islamic Republic of),Ukraine,21-May-96,5-Jul-03
Iran (Islamic Republic of),Uzbekistan,11-Jun-00,11-Jul-04
Iran (Islamic Republic of),Venezuela,11-Mar-05,7-Jun-06
Iran (Islamic Republic of),VietNam,23-Mar-09,---
Iran (Islamic Republic of),Yemen,29-Feb-96,16-Oct-00
Iran (Islamic Republic of),Zimbabwe,9-May-99,---
Indonesia,Algeria,21-Mar-00,---
Indonesia,Argentina,7-Nov-95,1-Mar-01
Indonesia,Australia,17-Nov-92,29-Jul-93
Indonesia,Bangladesh,9-Feb-98,22-Apr-99
Indonesia,Belgium and Luxembourg,15-Jan-70,17-Jun-72
Indonesia,Bulgaria,13-Sep-03,23-Jan-05
Indonesia,Cambodia,16-Mar-99,---
Indonesia,Chile,7-Apr-99,---
Indonesia,China,18-Nov-94,1-Apr-95
Indonesia,Croatia,20-Sep-02,---
Indonesia,Cuba,19-Sep-97,29-Sep-99
Indonesia,Czech Republic,17-Sep-98,21-Jun-99
Indonesia,Denmark,22-Jan-07,---
Indonesia,Egypt,19-Jan-94,29-Nov-94
Indonesia,Finland,12-Sep-06,2-Aug-08
Indonesia,France,14-Jun-73,29-Apr-75
Indonesia,Germany,14-May-03,2-Jun-07
Indonesia,Guyana,30-Jan-08,---
Indonesia,Hungary,20-May-92,13-Feb-96
Indonesia,India,10-Feb-99,22-Jan-04
Indonesia,"Iran, Islamic Republic",22-Jun-05,28-Mar-09
Indonesia,Italy,25-Apr-91,25-Jun-95
Indonesia,Jamaica,10-Feb-99,---
Indonesia,Jordan,12-Nov-96,9-Feb-99
Indonesia,"Korea, DPR",21-Feb-00,---
Indonesia,"Korea, Republic of",16-Feb-91,10-Mar-94
Indonesia,Kyrgyzstan,19-Jul-95,23-Apr-97
Indonesia,Lao PDR,18-Oct-94,14-Oct-95
Indonesia,Malaysia,22-Jan-94,27-Oct-99
Indonesia,Mauritius,5-Mar-97,28-Mar-00
Indonesia,Mongolia,4-Mar-97,13-Apr-99
Indonesia,Morocco,14-Mar-97,21-Mar-02
Indonesia,Mozambique,26-Mar-99,25-Jul-00
Indonesia,Netherlands,6-Apr-94,1-Jul-95
Indonesia,Pakistan,8-Mar-96,3-Dec-96
Indonesia,Philippines,12-Nov-01,---
Indonesia,Poland,6-Oct-92,1-Jul-93
Indonesia,Qatar,18-Apr-00,---
Indonesia,Romania,27-Jun-97,21-Aug-99
Indonesia,Russian Federation,6-Sep-07,---
Indonesia,Saudi Arabia,15-Sep-03,5-Jul-04
Indonesia,Serbia,6-Sep-11,---
Indonesia,Singapore,16-Feb-05,21-Jun-06
Indonesia,Slovakia,12-Jul-94,1-Mar-95
Indonesia,Spain,30-May-95,18-Dec-96
Indonesia,Sri Lanka,10-Jun-96,21-Jul-97
Indonesia,Sudan,10-Feb-98,---
Indonesia,Suriname,28-Oct-95,---
Indonesia,Sweden,17-Sep-92,18-Feb-93
Indonesia,Switzerland,6-Jun-74,9-Apr-76
Indonesia,Syrian Arab Republic,27-Jun-97,20-Feb-00
Indonesia,Tajikistan,28-Oct-03,---
Indonesia,Thailand,17-Feb-98,5-Nov-98
Indonesia,Tunisia,13-May-92,12-Sep-92
Indonesia,Turkey,25-Feb-97,28-Sep-98
Indonesia,Turkmenistan,2-Jun-94,---
Indonesia,Ukraine,11-Apr-96,22-Jun-97
Indonesia,United Kingdom,27-Apr-76,24-Mar-77
Indonesia,Uzbekistan,27-Aug-96,27-Apr-97
Indonesia,Venezuela,18-Dec-00,23-Mar-03
Indonesia,VietNam,25-Oct-91,3-Apr-94
Indonesia,Yemen,20-Feb-98,---
Indonesia,Zimbabwe,10-Feb-99,---
India,Argentina,20-Aug-99,12-Aug-02
India,Armenia,23-May-03,30-May-06
India,Australia,26-Feb-99,4-May-00
India,Austria,8-Nov-99,1-Mar-01
India,Bahrain,13-Jan-04,5-Dec-07
India,Bangladesh,9-Feb-09,7-Jul-11
India,Belarus,26-Nov-02,23-Nov-03
India,Belgium and Luxembourg,31-Oct-97,8-Jan-01
India,Bosnia and Herzegovina,12-Sep-06,13-Feb-08
India,Brunei Darussalam,22-May-08,18-Jan-09
India,Bulgaria,29-Oct-98,23-Sep-99
India,China,21-Nov-06,1-Aug-07
India,Colombia,10-Nov-09,2-Jul-12
India,"Congo, DR",13-Apr-10,---
India,Croatia,4-May-01,19-Jan-02
India,Cyprus,9-Apr-02,12-Jan-04
India,Czech Republic,8-Jul-10,24-Mar-11
India,Denmark,6-Sep-95,28-Aug-96
India,Djibouti,19-May-03,---
India,Egypt,9-Apr-97,22-Nov-00
India,Ethiopia,5-Jul-07,---
India,Finland,7-Nov-02,9-Apr-03
India,France,2-Sep-97,17-May-00
India,Germany,10-Jul-95,13-Jul-98
India,Ghana,18-Aug-02,---
India,Greece,26-Apr-07,10-Apr-08
India,Hungary,3-Nov-03,2-Jan-06
India,Iceland,29-Jun-07,16-Dec-09
India,Indonesia,10-Feb-99,22-Jan-04
India,Israel,29-Jan-96,18-Feb-97
India,Italy,23-Nov-95,26-Mar-98
India,Jordan,30-Nov-06,22-Jan-09
India,Kazakhstan,9-Dec-96,26-Jul-01
India,"Korea, Republic of",26-Feb-96,7-May-96
India,Kuwait,27-Nov-01,28-Jun-03
India,Kyrgyzstan,16-May-97,10-Apr-98
India,Lao PDR,9-Nov-00,5-Jan-03
India,Latvia,18-Feb-10,27-Nov-10
India,Libyan Arab Jamahiriya,26-May-07,---
India,Lithuania,31-Mar-11,1-Dec-11
India,"Macedonia, TFYR",17-Mar-08,17-Nov-08
India,Malaysia,1-Aug-95,12-Apr-97
India,Mauritius,4-Sep-98,20-Jun-00
India,Mexico,21-May-07,23-Feb-08
India,Mongolia,3-Jan-01,29-Apr-02
India,Montenegro,31-Jan-03,---
India,Morocco,13-Feb-99,22-Feb-01
India,Mozambique,19-Feb-09,---
India,Myanmar,24-Jun-08,8-Feb-09
India,Nepal,21-Oct-11,---
India,Netherlands,6-Nov-95,1-Dec-96
India,Oman,2-Apr-97,13-Oct-00
India,Philippines,28-Jan-00,29-Jan-01
India,Poland,7-Oct-96,31-Dec-97
India,Portugal,28-Jun-00,19-Jul-02
India,Qatar,7-Apr-99,15-Dec-99
India,Romania,16-Feb-09,---
India,Russian Federation,23-Dec-94,5-Aug-96
India,Saudi Arabia,25-Jan-06,20-May-08
India,Senegal,3-Jul-08,---
India,Serbia,31-Jan-03,24-Feb-09
India,Seychelles,2-Jun-10,---
India,Slovakia,25-Sep-06,27-Sep-07
India,Slovenia,14-Jun-11,---
India,Spain,30-Sep-97,15-Dec-98
India,Sri Lanka,22-Jan-97,13-Feb-98
India,Sudan,22-Oct-03,---
India,Sweden,4-Jul-00,1-Apr-01
India,Switzerland,4-Apr-97,16-Feb-00
India,Syrian Arab Republic,18-Jun-08,22-Jan-09
India,Taiwan Province of China,17-Oct-02,28-Nov-02
India,Tajikistan,13-Dec-95,14-Nov-03
India,Thailand,10-Jul-00,13-Jul-01
India,Trinidad and Tobago,12-Mar-07,7-Oct-07
India,Turkey,17-Sep-98,18-Oct-07
India,Turkmenistan,20-Sep-95,27-Feb-06
India,Ukraine,1-Dec-01,12-Aug-03
India,United Kingdom,14-Mar-94,6-Jan-95
India,Uruguay,11-Feb-08,---
India,Uzbekistan,18-May-99,28-Jul-00
India,VietNam,8-Mar-97,1-Dec-99
India,Yemen,1-Oct-02,10-Feb-04
India,Zimbabwe,10-Feb-99,---
Iceland,Chile,26-Jun-03,12-Aug-06
Iceland,China,31-Mar-94,1-Mar-97
Iceland,Egypt,8-Jan-08,15-Jun-09
Iceland,India,29-Jun-07,16-Dec-09
Iceland,Latvia,11-Jun-98,1-May-99
Iceland,Lebanon,24-Jun-04,---
Iceland,Lithuania,20-Aug-02,18-Apr-03
Iceland,Mexico,24-Jun-05,28-Apr-06
Iceland,VietNam,20-Sep-02,10-Jul-03
Hungary,Albania,24-Jan-96,1-Apr-98
Hungary,Argentina,5-Feb-93,1-Oct-97
Hungary,Australia,15-Aug-91,10-May-92
Hungary,Austria,26-May-88,1-Sep-89
Hungary,Azerbaijan,18-May-07,26-Feb-08
Hungary,Belgium and Luxembourg,14-May-86,23-Sep-88
Hungary,Bosnia and Herzegovina,26-Sep-02,31-Aug-05
Hungary,Bulgaria,8-Jun-94,7-Sep-95
Hungary,Canada,3-Oct-91,21-Nov-93
Hungary,Chile,10-Mar-97,---
Hungary,China,29-May-91,1-Apr-93
Hungary,Croatia,15-May-96,1-Mar-02
Hungary,Cuba,22-Oct-99,24-Nov-03
Hungary,Cyprus,24-May-89,25-May-90
Hungary,Czech Republic,14-Jan-93,25-May-95
Hungary,Denmark,2-May-88,18-Oct-88
Hungary,Egypt,23-May-95,21-Aug-97
Hungary,Finland,6-Jun-88,12-May-89
Hungary,France,6-Nov-86,30-Sep-87
Hungary,Germany,30-Apr-86,7-Nov-87
Hungary,Greece,26-May-89,1-Feb-92
Hungary,India,3-Nov-03,2-Jan-06
Hungary,Indonesia,20-May-92,13-Feb-96
Hungary,Jordan,14-Jun-07,9-Mar-08
Hungary,Kazakhstan,7-Dec-94,3-Mar-96
Hungary,"Korea, Republic of",28-Dec-88,1-Feb-89
Hungary,Kuwait,8-Nov-89,1-Mar-94
Hungary,Latvia,10-Jun-99,25-Aug-00
Hungary,Lebanon,22-Jun-01,23-Jul-02
Hungary,Lithuania,25-May-99,20-May-03
Hungary,"Macedonia, TFYR",13-Apr-01,14-Mar-02
Hungary,Malaysia,19-Feb-93,8-Jul-95
Hungary,"Moldova, Republic of",19-Apr-95,16-Aug-96
Hungary,Mongolia,13-Sep-94,6-Mar-96
Hungary,Morocco,12-Dec-91,3-Feb-00
Hungary,Netherlands,2-Sep-87,1-Jun-88
Hungary,Norway,8-Apr-91,4-Dec-92
Hungary,Paraguay,11-Aug-93,1-Apr-95
Hungary,Poland,23-Sep-92,16-Jun-95
Hungary,Portugal,28-Feb-92,8-Oct-97
Hungary,Romania,16-Sep-93,6-May-96
Hungary,Russian Federation,6-Mar-95,29-May-96
Hungary,Serbia,20-Jun-01,30-Mar-05
Hungary,Singapore,17-Apr-97,1-Jan-99
Hungary,Slovakia,15-Jan-93,19-Jul-96
Hungary,Slovenia,15-Oct-96,9-Jun-00
Hungary,Spain,9-Nov-89,1-Aug-92
Hungary,Sweden,21-Apr-87,21-Apr-87
Hungary,Switzerland,5-Oct-88,16-May-89
Hungary,Thailand,18-Oct-91,18-Oct-91
Hungary,Tunisia,13-May-03,---
Hungary,Turkey,14-Jan-92,1-Nov-94
Hungary,Ukraine,11-Oct-94,3-Dec-96
Hungary,United Kingdom,9-Mar-87,28-Aug-87
Hungary,Uruguay,25-Aug-89,1-Jul-92
Hungary,Uzbekistan,28-Oct-02,3-Mar-03
Hungary,VietNam,26-Aug-94,16-Jun-95
Hungary,Yemen,18-Jan-04,9-Apr-06
Honduras,Chile,11-Nov-96,10-Jan-02
Honduras,Cuba,9-Aug-01,---
Honduras,France,28-Apr-98,8-Mar-01
Honduras,Germany,21-Mar-95,27-May-98
Honduras,"Korea, Republic of",24-Oct-00,19-Jul-01
Honduras,Netherlands,15-Jan-01,1-Sep-02
Honduras,Spain,18-Mar-94,23-May-96
Honduras,Switzerland,14-Oct-93,31-Aug-94
Honduras,Taiwan Province of China,26-Feb-96,---
Honduras,United Kingdom,7-Dec-93,8-Mar-95
Honduras,United States,1-Jul-95,11-Jul-01
Hong Kong Special Administrative Region of China,Austria,11-Oct-96,1-Oct-97
Hong Kong Special Administrative Region of China,Belgium and Luxembourg,7-Oct-96,18-Jun-01
Hong Kong Special Administrative Region of China,Denmark,2-Feb-94,4-Mar-94
Hong Kong Special Administrative Region of China,France,30-Nov-95,30-May-97
Hong Kong Special Administrative Region of China,Germany,31-Jan-96,19-Feb-98
Hong Kong Special Administrative Region of China,Italy,28-Nov-95,2-Feb-98
Hong Kong Special Administrative Region of China,Japan,15-May-97,18-Jun-97
Hong Kong Special Administrative Region of China,"Korea, Republic of",30-Jun-97,30-Jul-97
Hong Kong Special Administrative Region of China,Netherlands,19-Nov-92,1-Sep-93
Hong Kong Special Administrative Region of China,New Zealand,6-Jul-95,5-Aug-95
Hong Kong Special Administrative Region of China,Sweden,27-May-94,26-Jun-94
Hong Kong Special Administrative Region of China,Switzerland,22-Sep-94,22-Oct-94
Hong Kong Special Administrative Region of China,Thailand,19-Nov-05,18-Apr-06
Hong Kong Special Administrative Region of China,United Kingdom,30-Jul-98,12-Apr-99
Haiti,Dominican Republic,8-Oct-99,---
Haiti,France,23-May-84,25-Mar-85
Haiti,Germany,14-Aug-73,1-Dec-75
Haiti,Panama,7-Feb-12,---
Haiti,Spain,17-Nov-12,---
Haiti,United Kingdom,18-Mar-85,27-Mar-95
Haiti,United States,13-Dec-83,---
Guyana,China,27-Mar-03,26-Oct-04
Guyana,Cuba,22-Oct-99,---
Guyana,Germany,6-Dec-89,8-Mar-94
Guyana,Indonesia,30-Jan-08,---
Guyana,"Korea, Republic of",31-Jul-06,20-Aug-06
Guyana,Kuwait,17-Jan-10,---
Guyana,Switzerland,13-Dec-05,---
Guyana,United Kingdom,27-Oct-89,11-Apr-90
Guinea,Benin,18-May-01,---
Guinea,Burkina Faso,25-Mar-03,26-Aug-04
Guinea,Cameroon,18-May-01,---
Guinea,Chad,15-Jun-04,---
Guinea,China,18-Nov-05,---
Guinea,Egypt,6-Mar-98,---
Guinea,Gambia,21-Jun-02,---
Guinea,Germany,8-Nov-06,---
Guinea,Ghana,18-May-01,---
Guinea,Italy,20-Feb-64,20-Feb-64
Guinea,Lebanon,15-Jun-04,---
Guinea,Malaysia,7-Nov-96,24-Feb-97
Guinea,Mali,18-May-01,---
Guinea,Mauritania,18-May-01,---
Guinea,Mauritius,18-May-01,---
Guinea,Morocco,2-May-02,---
Guinea,Serbia,22-Oct-96,13-Mar-98
Guinea,Switzerland,26-Apr-62,29-Jul-63
Guinea,Tunisia,18-Nov-90,---
Guinea Bissau,u Gambia,21-Jun-02,---
Guinea Bissau,Portugal,24-Jun-91,8-Apr-96
Guatemala,Argentina,21-Apr-98,7-Dec-02
Guatemala,Austria,16-Jan-06,1-Dec-12
Guatemala,Belgium and Luxembourg,14-Apr-05,---
Guatemala,Chile,8-Nov-96,10-Dec-01
Guatemala,Cuba,20-Aug-99,10-Aug-02
Guatemala,Czech Republic,20-Aug-09,4-May-11
Guatemala,Finland,14-Apr-05,6-Jan-07
Guatemala,France,27-May-98,28-Oct-01
Guatemala,Germany,17-Oct-03,29-Oct-06
Guatemala,Israel,7-Nov-06,15-Jan-09
Guatemala,Italy,8-Sep-03,3-Mar-08
Guatemala,"Korea, Republic of",1-Aug-00,17-Aug-02
Guatemala,Netherlands,18-May-01,1-Sep-02
Guatemala,Spain,9-Dec-02,21-May-04
Guatemala,Sweden,12-Feb-04,1-Jul-05
Guatemala,Switzerland,9-Sep-02,3-May-05
Guatemala,Taiwan Province of China,2-Nov-99,1-Dec-01
Grenada,United Kingdom,25-Feb-88,25-Feb-88
Grenada,United States,2-May-86,3-Mar-89
Greece,Albania,1-Aug-91,4-Jan-95
Greece,Algeria,20-Feb-00,21-Sep-07
Greece,Argentina,26-Oct-99,---
Greece,Armenia,25-May-93,28-Apr-95
Greece,Azerbaijan,21-Jun-04,3-Sep-06
Greece,Bosnia and Herzegovina,12-Dec-00,15-Jun-07
Greece,Bulgaria,12-Mar-93,29-Apr-95
Greece,Chile,10-Jul-96,27-Oct-02
Greece,China,25-Jun-92,21-Dec-93
Greece,"Congo, DR",26-Apr-91,---
Greece,Croatia,18-Oct-96,21-Oct-98
Greece,Cuba,18-Jun-96,18-Oct-97
Greece,Cyprus,30-Mar-92,26-Feb-93
Greece,Czech Republic,3-Jun-91,31-Dec-92
Greece,Egypt,16-Jul-93,6-Apr-95
Greece,Estonia,17-Apr-97,7-Jul-98
Greece,Georgia,9-Nov-94,3-Aug-96
Greece,Germany,27-Mar-61,15-Jul-63
Greece,Hungary,26-May-89,1-Feb-92
Greece,India,26-Apr-07,10-Apr-08
Greece,"Iran, Islamic Republic of",13-Mar-02,9-Jan-09
Greece,Jordan,21-Feb-05,8-Feb-07
Greece,Kazakhstan,26-Jun-02,---
Greece,"Korea, Republic of",25-Jan-95,4-Nov-95
Greece,Latvia,20-Jul-95,9-Feb-98
Greece,Lebanon,24-Jul-97,17-Jul-99
Greece,Lithuania,19-Jul-96,10-Jul-97
Greece,Mexico,30-Nov-00,26-Sep-02
Greece,"Moldova, Republic of",23-Mar-98,27-Feb-00
Greece,Morocco,16-Feb-94,28-Jun-00
Greece,Poland,14-Oct-92,20-Feb-95
Greece,Romania,23-May-97,11-Jun-98
Greece,Russian Federation,30-Jun-93,23-Feb-97
Greece,Serbia,25-Jun-97,13-Mar-98
Greece,Slovakia,3-Jun-91,31-Dec-92
Greece,Slovenia,29-May-97,11-Feb-00
Greece,South Africa,19-Nov-98,5-Sep-01
Greece,Syrian Arab Republic,23-Feb-03,27-Feb-04
Greece,Tunisia,31-Oct-92,21-Apr-95
Greece,Turkey,20-Jan-00,24-Nov-01
Greece,Ukraine,1-Sep-94,4-Jan-97
Greece,Uzbekistan,1-Apr-97,8-May-98
